wav_filename,wav_filesize,transcript
./train/waves/VIVOSSPK06/VIVOSSPK06_R188.wav,142044,rồi lại dắt ta qua những cánh rừng thưa trụi lá
./train/waves/VIVOSSPK05/VIVOSSPK05_T034.wav,98044,chàng trai vẽ tranh bằng chân
./train/waves/VIVOSSPK01/VIVOSSPK01_R186.wav,104044,nếu không biết được những điều này
./train/waves/VIVOSSPK16/VIVOSSPK16_197.wav,120080,các cô còn có thói quen bấm mất phần khóe móng
./train/waves/VIVOSSPK11/VIVOSSPK11_R083.wav,186044,nhóm người trên đang làm hệ thống thủy lợi giữa trời mưa xối xả
./train/waves/VIVOSSPK11/VIVOSSPK11_R023.wav,152044,bị bắt giam vì xúc phạm trên mạng xã hội ảo
./train/waves/VIVOSSPK12/VIVOSSPK12_R186.wav,72044,ban đêm bắng cây đa
./train/waves/VIVOSSPK06/VIVOSSPK06_R048.wav,164044,đồng nghĩa với việc không ai có thể làm cho bạn sợ hãi nữa
./train/waves/VIVOSSPK16/VIVOSSPK16_150.wav,104080,người bị bệnh dường như chịu một sự chi phối nào đó
./train/waves/VIVOSSPK17/VIVOSSPK17_051.wav,111080,trong mấy ngày ngắn ngủi điều đập vào mắt tôi
./train/waves/VIVOSSPK45/VIVOSSPK45_165.wav,128026,điều đó cho thấy khoảng cách rất lớn giữa kỳ vọng với thực tế
./train/waves/VIVOSSPK16/VIVOSSPK16_032.wav,70080,giá vàng thế giới đã không trụ được
./train/waves/VIVOSSPK16/VIVOSSPK16_141.wav,32080,thong dong ngồi bán
./train/waves/VIVOSSPK42/VIVOSSPK42_020.wav,146026,cụ thể những quy định này sẽ thay đổi như thế nào thưa ông
./train/waves/VIVOSSPK33/VIVOSSPK33_076.wav,158080,và việc quan trọng nhất là ràng buộc sự tự chủ với tự chịu trách nhiệm
./train/waves/VIVOSSPK26/VIVOSSPK26_219.wav,312080,nhờ sự cứu chữa tận tình của các bác sĩ nay sức khỏe của gia đình chị gồm hai vợ chồng mẹ và con trai đang được bình phục
./train/waves/VIVOSSPK02/VIVOSSPK02_R132.wav,107044,là cánh cửa bằng tôn đóng im ỉm
./train/waves/VIVOSSPK30/VIVOSSPK30_088.wav,244080,theo tôi đây là nguyện vọng cuối cùng mà nếu có cơ hội chị cũng sẽ nói như vậy
./train/waves/VIVOSSPK05/VIVOSSPK05_R156.wav,64044,tại chợ cá
./train/waves/VIVOSSPK19/VIVOSSPK19_044.wav,71080,quỉ riếp
./train/waves/VIVOSSPK15/VIVOSSPK15_079.wav,138080,những ngày đầu vắng bóng ba việt cứ thừ người nghĩ ngợi
./train/waves/VIVOSSPK07/VIVOSSPK07_T029.wav,180044,ba thằn lằn buồn hiu gọi chúng đến mai mắn cho
./train/waves/VIVOSSPK10/VIVOSSPK10_R195.wav,134044,có thâm ý nhơn sinh độc chiêu
./train/waves/VIVOSSPK06/VIVOSSPK06_R004.wav,127044,chính lễ hội pháo hoa đã níu chân tôi lại
./train/waves/VIVOSSPK16/VIVOSSPK16_219.wav,57080,bốn mươi bốn bốn mươi lăm
./train/waves/VIVOSSPK12/VIVOSSPK12_R106.wav,100044,nhấp nhổm chuyện đi sêu nhà ngoại
./train/waves/VIVOSSPK39/VIVOSSPK39_116.wav,194080,hai năm sau linh là một trong năm người vượt qua các kỳ thi kiểm tra để trở thành phi công
./train/waves/VIVOSSPK21/VIVOSSPK21_241.wav,95080,tám mươi tám tám mươi chín
./train/waves/VIVOSSPK21/VIVOSSPK21_265.wav,190080,nhưng tôi không yêu cô cô biết rõ điều đó mà
./train/waves/VIVOSSPK14/VIVOSSPK14_224.wav,71080,năm mươi bốn năm mươi lăm
./train/waves/VIVOSSPK12/VIVOSSPK12_T014.wav,83044,lấy bất biến ứng vạn biến
./train/waves/VIVOSSPK09/VIVOSSPK09_R192.wav,147044,và đặt bàn ăn cũng đúng tại vị trí bàn ăn đó
./train/waves/VIVOSSPK27/VIVOSSPK27_146.wav,243080,tôi thấy con đường đi làm hằng ngày đẹp hơn đồng nghiệp dễ mến hơn
./train/waves/VIVOSSPK45/VIVOSSPK45_026.wav,130026,và vận may không phải là bạn đồng hành suốt đời của con người
./train/waves/VIVOSSPK16/VIVOSSPK16_203.wav,56080,tám chín mười mười một
./train/waves/VIVOSSPK43/VIVOSSPK43_084.wav,84026,ông hai đứng dậy chuẩn bị tiếp tục công việc của mình
./train/waves/VIVOSSPK23/VIVOSSPK23_038.wav,152080,đa phần các mặt hàng quà tặng giáng sinh có xuất xứ từ trung quốc với giá cả mềm hơn hàng việt nam
./train/waves/VIVOSSPK26/VIVOSSPK26_148.wav,280080,thái độ cư xử của một người và khiến họ mê mẩn vì ta đó là một đỉnh cao của nghệ thuật và sự thông minh
./train/waves/VIVOSSPK26/VIVOSSPK26_051.wav,352080,không chút do dự tất cả mọi người đều khẩn thiết cầu xin mong nhà nước chiếu cố khoanh nợ có thời hạn và hướng dẫn chuyển đổi nghề
./train/waves/VIVOSSPK03/VIVOSSPK03_R031.wav,116044,các tên bắt cóc đòi hỏi được mở lối thoát an toàn
./train/waves/VIVOSSPK12/VIVOSSPK12_R133.wav,92044,nay lại thêm gánh nặng
./train/waves/VIVOSSPK17/VIVOSSPK17_129.wav,100080,chỉ có tiếng thú hoang sột soạt sát bên nhà
./train/waves/VIVOSSPK46/VIVOSSPK46_049.wav,154026,một lần nghè tân giả làm học trò nghèo qua huyện thuộc tỉnh hải dương
./train/waves/VIVOSSPK31/VIVOSSPK31_117.wav,229080,tuy nhiên không may hai lý thuyết này lại không tương thích với nhau nghĩa là cả hai không thể đều đồng thời đúng
./train/waves/VIVOSSPK28/VIVOSSPK28_014.wav,186080,giá đường tăng gấp đôi các loại nguyên liệu khác như bao bì bột đậu
./train/waves/VIVOSSPK28/VIVOSSPK28_170.wav,263080,hướng của phòng ăn trong nhà ở gia đình tốt nhất là hướng nam dưới ánh sáng đầy đủ của mặt trời để gia đạo mỗi ngày càng hưng vượng
./train/waves/VIVOSSPK38/VIVOSSPK38_104.wav,204080,luôn ngẩng cao đầu sự khác biệt lớn nhất giữa người tự tin và người nhút nhát là gì
./train/waves/VIVOSSPK46/VIVOSSPK46_051.wav,153026,dù sao bà con ở sài gòn cũng khá hơn những miền đất khác
./train/waves/VIVOSSPK43/VIVOSSPK43_138.wav,112026,đó là món quà lớn nhất tôi tặng cha mẹ và người vợ sắp cưới
./train/waves/VIVOSSPK33/VIVOSSPK33_122.wav,176080,với tôi cuộc sống hôm nay chỉ đẹp chỉ thật sự vui vẻ nếu mọi người đều tìm được cái lợi cho mình
./train/waves/VIVOSSPK01/VIVOSSPK01_R145.wav,126044,ngay cả trước khi nó được chính thức công bố
./train/waves/VIVOSSPK45/VIVOSSPK45_064.wav,122026,mỗi ngày tôi đều dành thời gian trò chuyện cởi mở với đồng nghiệp
./train/waves/VIVOSSPK17/VIVOSSPK17_255.wav,118080,nam tử việt đại hạ nhân đầu đội quyền chân đạp nghĩa
./train/waves/VIVOSSPK19/VIVOSSPK19_155.wav,150080,cái nền xưa của nó bây giờ là một cái hố nông choèn
./train/waves/VIVOSSPK20/VIVOSSPK20_273.wav,67080,vứt bỏ đồ đao lập đia thành phật
./train/waves/VIVOSSPK33/VIVOSSPK33_184.wav,301080,cũng có thể dùng ruột cây lô hội nha đam thoa lên vùng dưới cằm để nhanh chóng cảm thấy dễ chịu
./train/waves/VIVOSSPK20/VIVOSSPK20_174.wav,63080,mênh mông bên đồng nước
./train/waves/VIVOSSPK41/VIVOSSPK41_074.wav,80026,nhưng cảm giác lúc đó không ghê sợ như những ngày này
./train/waves/VIVOSSPK19/VIVOSSPK19_179.wav,115080,nên rất ít học trò có thể theo học được với ông
./train/waves/VIVOSSPK29/VIVOSSPK29_065.wav,228080,hoa mua tại vườn cũng như trái cây hái xuống ăn tại chỗ có cái thú riêng của nó
./train/waves/VIVOSSPK41/VIVOSSPK41_151.wav,122026,giậm chân bứt tóc kêu trời trời bảo ta cũng đành khoanh tay nhắm mắt
./train/waves/VIVOSSPK10/VIVOSSPK10_T004.wav,115044,tối ngày lo cờ bạc gái gú
./train/waves/VIVOSSPK04/VIVOSSPK04_R039.wav,132044,bong bóng có lẽ đã hình thành do cá voi đang lặn sâu
./train/waves/VIVOSSPK14/VIVOSSPK14_186.wav,132080,rồi mê mải đến tận chín giờ mới sực tính
./train/waves/VIVOSSPK16/VIVOSSPK16_154.wav,134080,dà vượt biên trái phép từ trung đông sang châu âu
./train/waves/VIVOSSPK43/VIVOSSPK43_010.wav,100026,tôi vui lòng đồng ý rồi trao hoa và thiệp cho em
./train/waves/VIVOSSPK30/VIVOSSPK30_131.wav,308080,các thức ăn thường gây dị ứng nặng ở trẻ em phải nhập viện là cá biển tôm trứng mắm ruốc
./train/waves/VIVOSSPK09/VIVOSSPK09_R031.wav,114044,tuy nhiên chủ trương chuyển hướng thu hút du khách
./train/waves/VIVOSSPK46/VIVOSSPK46_300.wav,166026,một số khác tới hỏi thủ tục sau đó ra về và chưa trở lại
./train/waves/VIVOSSPK31/VIVOSSPK31_059.wav,192080,vì môn học cũng có môn chính môn phụ và thế nên thầy cô cũng có người phụ người chính
./train/waves/VIVOSSPK13/VIVOSSPK13_038.wav,100080,hoặc kỹ sư mạng
./train/waves/VIVOSSPK39/VIVOSSPK39_148.wav,243080,những phút sau đó thế trận diễn ra tương đối cân bằng với chủ yếu những pha tranh chấp ở khu vực giữ sân
./train/waves/VIVOSSPK02/VIVOSSPK02_R182.wav,94044,tôi đã phải tập luyện cật lực
./train/waves/VIVOSSPK28/VIVOSSPK28_105.wav,273080,chỉ có một điều đáng tiếc bấy nhiêu số liệu và những mổ xẻ tìm nguyên nhân liệu đã đủ đảm bảo rằng người lớn đã hiểu trẻ em
./train/waves/VIVOSSPK08/VIVOSSPK08_R031.wav,70044,mà rưng rức cả lòng
./train/waves/VIVOSSPK21/VIVOSSPK21_102.wav,106080,sẽ phải chịu giá nhập khẩu cao
./train/waves/VIVOSSPK20/VIVOSSPK20_287.wav,62080,nói chuyện trịnh trọng nghe ghê quá
./train/waves/VIVOSSPK20/VIVOSSPK20_126.wav,104080,có thể nói hằng giờ về kim mộc thủy hỏa thổ
./train/waves/VIVOSSPK02/VIVOSSPK02_R100.wav,90044,người ta giới thiệu với tôi
./train/waves/VIVOSSPK14/VIVOSSPK14_114.wav,127080,giám đốc sở giáo dục đào tạo ninh thuận cho biết
./train/waves/VIVOSSPK46/VIVOSSPK46_067.wav,111026,một là do các hội nghệ thuật chuyên ngành giới thiệu
./train/waves/VIVOSSPK33/VIVOSSPK33_110.wav,284080,ở các bè cá gần đó chúng tôi cũng thấy có khá nhiều cá điêu hồng và một số loại cá khác chết nổi lềnh bềnh
./train/waves/VIVOSSPK45/VIVOSSPK45_020.wav,162026,các cháu rạn da đầu gối ở đằng sau chân ở lưng cột sống
./train/waves/VIVOSSPK04/VIVOSSPK04_T032.wav,66044,thôi thì cứ sắp xếp như vậy
./train/waves/VIVOSSPK10/VIVOSSPK10_R063.wav,120044,anh là bố của một nhóc bảy tuổi
./train/waves/VIVOSSPK16/VIVOSSPK16_053.wav,102080,cả lũ nhảy cẫng lên lắc lắc tay nhau
./train/waves/VIVOSSPK26/VIVOSSPK26_296.wav,206080,nhiều chủ đầu tư khác cũng đẩy nhanh tiến độ xây dựng các dự án
./train/waves/VIVOSSPK20/VIVOSSPK20_026.wav,60080,có nhiệm vụ làm ẩm
./train/waves/VIVOSSPK33/VIVOSSPK33_163.wav,158080,thừa thời lượng dành cho cảnh quay này quá dài không nhất thiết phải như vậy
./train/waves/VIVOSSPK14/VIVOSSPK14_188.wav,94080,những lần chứng kiến mẹ mình
./train/waves/VIVOSSPK42/VIVOSSPK42_005.wav,132026,ngay sau khi gỡ nón cần đặt nẹp cổ cho nạn nhân
./train/waves/VIVOSSPK19/VIVOSSPK19_061.wav,150080,bọn nhóc trong xóm đặt cho chúng tôi biệt danh bộ ba so le
./train/waves/VIVOSSPK32/VIVOSSPK32_153.wav,280080,tất cả đều được người dân chuyển đến bệnh viện đa khoa thủ đức cấp cứu trước khi lực lượng chữa cháy chuyên nghiệp và công an có mặt
./train/waves/VIVOSSPK20/VIVOSSPK20_245.wav,58080,chín mươi sáu chín mươi bảy
./train/waves/VIVOSSPK04/VIVOSSPK04_R167.wav,92044,uỷ ban chính thức lên tiếng vào lúc này
./train/waves/VIVOSSPK23/VIVOSSPK23_108.wav,144080,mời bạn đọc đón mua để thưởng thức được toàn bộ nội dung của ấn phẩm này
./train/waves/VIVOSSPK32/VIVOSSPK32_166.wav,378080,tài liệu xưa coi củ ráy có vị nhạt tính hàn có đại độc độc nhiều ăn vào gây ngứa trong miệng và cổ họng
./train/waves/VIVOSSPK07/VIVOSSPK07_R117.wav,112044,một cành hoa nào từ anh
./train/waves/VIVOSSPK24/VIVOSSPK24_084.wav,176080,nếu tiểu phong biết kiềm chế bày tỏ những suy nghĩ với chồng một cách mềm mỏng
./train/waves/VIVOSSPK24/VIVOSSPK24_094.wav,367080,vừa qua cầu treo vừa câu cá ảnh bốn chân di chuyển trên ba chiếc ghế nhựa bịt mắt qua cầu bập bênh đập niêu ném còn
./train/waves/VIVOSSPK25/VIVOSSPK25_120.wav,240080,ngủ đúng tư thế không thể giúp tránh đau người mà còn tạo ra giấc ngủ sâu bổ ích
./train/waves/VIVOSSPK29/VIVOSSPK29_116.wav,181080,chia ly là khổ đau là mất nhau biết bao giờ mới tìm được lại
./train/waves/VIVOSSPK08/VIVOSSPK08_R084.wav,110044,thì bỗng nhiên ngưng ngang vì những trục trặc về bản quyền
./train/waves/VIVOSSPK36/VIVOSSPK36_183.wav,217080,chúng tôi chấp nhận thua nhưng cách điều khiển của trọng tài quốc dũng trong trận đấu này là không thể chấp nhận được
./train/waves/VIVOSSPK42/VIVOSSPK42_045.wav,130026,tài xế hỏi đi đường nào cò nói đi thẳng qua trạm luôn
./train/waves/VIVOSSPK40/VIVOSSPK40_157.wav,100026,cho em hỏi đây có phải là mụn không làm sao để hết
./train/waves/VIVOSSPK34/VIVOSSPK34_248.wav,155080,sau giấc ngủ này trẻ có thể đủ tỉnh táo để đến trường sau một bữa trưa ngon miệng
./train/waves/VIVOSSPK04/VIVOSSPK04_R033.wav,117044,chuyển động sắc màu nâu nhạt trên nền trời xanh xám
./train/waves/VIVOSSPK14/VIVOSSPK14_150.wav,128080,những lúc tùng muốn thể hiện chất yêng hùng
./train/waves/VIVOSSPK05/VIVOSSPK05_R157.wav,110044,không phải vì tôi không coi trọng chất lượng
./train/waves/VIVOSSPK07/VIVOSSPK07_R037.wav,82044,súng bắn dữ dội
./train/waves/VIVOSSPK20/VIVOSSPK20_203.wav,68080,tám chín mười mười một
./train/waves/VIVOSSPK11/VIVOSSPK11_R139.wav,155044,với một phong trào toàn cầu cấp kíp
./train/waves/VIVOSSPK26/VIVOSSPK26_005.wav,354080,những nắm đất những bông hoa được thả xuống huyệt mộ gửi gắm niềm thương tiếc vô hạn đến cố tổng bí thư hà huy tập
./train/waves/VIVOSSPK28/VIVOSSPK28_064.wav,184080,ngoài thị trường bán lẻ giá thép cũng nhảy mỗi nơi một kiểu với nhiều mức giá khác nhau
./train/waves/VIVOSSPK40/VIVOSSPK40_005.wav,138026,họ đốt giấy vàng mã mời thầy tụng kinh thắp nhang cho người thân
./train/waves/VIVOSSPK27/VIVOSSPK27_131.wav,230080,rồi không chờ bạn có ý kiến tôi phóng mình hòa vào dòng người đang tràn ngập trên đường phố
./train/waves/VIVOSSPK10/VIVOSSPK10_R152.wav,149044,hoặc thể hiện sự âu yếm giới tính ở nơi công cộng
./train/waves/VIVOSSPK18/VIVOSSPK18_173.wav,58080,sách của nguyễn huy thiệp
./train/waves/VIVOSSPK41/VIVOSSPK41_286.wav,98026,trước đây tôi chưa bao giờ chơi thứ quần vợt như vậy
./train/waves/VIVOSSPK22/VIVOSSPK22_236.wav,105080,bảy mươi tám bảy mươi chín
./train/waves/VIVOSSPK19/VIVOSSPK19_097.wav,100080,hai lư hương cổ bằng đồng mun
./train/waves/VIVOSSPK09/VIVOSSPK09_R153.wav,128044,cho bố tôi nung que hàn nên lưng mới gù như vậy
./train/waves/VIVOSSPK44/VIVOSSPK44_265.wav,92026,một số công nghệ phòng thủ an ninh không hoạt động
./train/waves/VIVOSSPK16/VIVOSSPK16_291.wav,120080,rất mong quán luôn hoạt động để phục vụ bà con khó khăn
./train/waves/VIVOSSPK40/VIVOSSPK40_092.wav,115026,thế anh không nghĩ rằng em cũng có bạn của riêng em à
./train/waves/VIVOSSPK31/VIVOSSPK31_199.wav,222080,cuộc trò chuyện chị dành cho tuổi trẻ cũng là để trao gửi một quyết tâm của một người đi rất chậm
./train/waves/VIVOSSPK14/VIVOSSPK14_135.wav,94080,đưa tới tình trạng phá sản
./train/waves/VIVOSSPK27/VIVOSSPK27_199.wav,294080,rất nhiều người như tôi phải buộc nhận lương qua thẻ chẳng qua là để thuận lợi cho chủ doanh nghiệp trong việc chi trả lương
./train/waves/VIVOSSPK35/VIVOSSPK35_003.wav,238080,bạn có thể tự bổ sung những thiếu sót của mình bằng cách tham gia các khóa học
./train/waves/VIVOSSPK17/VIVOSSPK17_260.wav,60080,nhớ giao hàng đúng hẹn nha
./train/waves/VIVOSSPK21/VIVOSSPK21_228.wav,108080,sáu mươi hai sáu mươi ba
./train/waves/VIVOSSPK35/VIVOSSPK35_036.wav,381080,trên thực tế một số ngân hàng cũng rất sẵn sàng cho vay vốn đầu tư phát triển nguồn điện
./train/waves/VIVOSSPK35/VIVOSSPK35_111.wav,403080,vẫn cảm giác mọ ngồi dưới hiên nhà trong buổi chiều mùa hè tôi nghẹn ngào
./train/waves/VIVOSSPK29/VIVOSSPK29_097.wav,169080,anh là một trong ba diễn viên chính trong phim ba chàng trai tuổi hợi
./train/waves/VIVOSSPK35/VIVOSSPK35_173.wav,381080,chỉ khi nào đông đảo nhân dân nhận thức đúng tôn trọng pháp luật thì mới hi vọng việc thi cử được tổ chức tốt đẹp
./train/waves/VIVOSSPK43/VIVOSSPK43_031.wav,107026,bạn có những thắc mắc về sức khỏe mình mà không biết hỏi ai
./train/waves/VIVOSSPK18/VIVOSSPK18_010.wav,124080,một số khác hành động chậm hơn
./train/waves/VIVOSSPK45/VIVOSSPK45_033.wav,153026,vốn tính cẩn thận anh ăn cơm do vợ nấu và luôn giữ sạch sẽ
./train/waves/VIVOSSPK07/VIVOSSPK07_T032.wav,131044,hãy để anh ấy được nghỉ ngơi
./train/waves/VIVOSSPK32/VIVOSSPK32_024.wav,227080,giám đốc sở du lịch đà nẵng lương minh sâm đã trả lời phỏng vấn chung quanh sự kiện này
./train/waves/VIVOSSPK43/VIVOSSPK43_284.wav,112026,những vùng thiệt hại lớn đều có người thân của em ở đó
./train/waves/VIVOSSPK21/VIVOSSPK21_268.wav,154080,cô biết gia đình cô rất thích anh
./train/waves/VIVOSSPK18/VIVOSSPK18_172.wav,66080,đã nghe mùi khăm khẳm khó chịu
./train/waves/VIVOSSPK08/VIVOSSPK08_R121.wav,102044,để mua thông tin từ các nhà khảo cổ hủ hóa
./train/waves/VIVOSSPK38/VIVOSSPK38_090.wav,140080,cần phải tìm ra những cá nhân cố tình gây rối và xử lý nghiêm
./train/waves/VIVOSSPK09/VIVOSSPK09_T012.wav,102044,thua xa tiệm tạp hoá nhà tao
./train/waves/VIVOSSPK40/VIVOSSPK40_274.wav,91026,chị lan còn đang độc thân lại bốc thăm vào một cái
./train/waves/VIVOSSPK19/VIVOSSPK19_239.wav,90080,tám mươi bốn tám mươi lăm
./train/waves/VIVOSSPK22/VIVOSSPK22_266.wav,91080,hai là có thêm hai nguyện vọng nữa
./train/waves/VIVOSSPK25/VIVOSSPK25_014.wav,241080,trong tâm trạng hốt hoảng sợ chết tới nơi họ đi vái tứ phương sau đó họ siêu âm lại
./train/waves/VIVOSSPK36/VIVOSSPK36_037.wav,212080,nhu cầu của người tiêu dùng đưa ra là điều mà chúng tôi quan tâm trân trọng và xem xét đáp ứng thực hiện nếu phù hợp
./train/waves/VIVOSSPK13/VIVOSSPK13_132.wav,102080,khâu bằng chỉ da hươu trắng
./train/waves/VIVOSSPK30/VIVOSSPK30_138.wav,254080,nguyên nhân là do độ phá nước quá lớn khi áp lực nước chảy qua đường ống
./train/waves/VIVOSSPK09/VIVOSSPK09_R108.wav,150044,đôi mắt khá to nhưng quầng đen và sưng mọng của bà
./train/waves/VIVOSSPK40/VIVOSSPK40_102.wav,104026,điều này khác so với chữ hán nên tôi rất lấy làm thú vị
./train/waves/VIVOSSPK36/VIVOSSPK36_122.wav,109080,bạn có những thắc mắc về sức khỏe của mình mà không biết hỏi ai
./train/waves/VIVOSSPK41/VIVOSSPK41_155.wav,124026,nhịp sống trẻ giới thiệu ý kiến khác tranh luận lại ý kiến trên
./train/waves/VIVOSSPK12/VIVOSSPK12_R161.wav,140044,không chỉ đối với người địa phương mà còn trên cả nước
./train/waves/VIVOSSPK03/VIVOSSPK03_R068.wav,95044,hiện ở nga không ai xem loại phim ấy nữa cả
./train/waves/VIVOSSPK40/VIVOSSPK40_222.wav,70026,dương là một chủ cửa hàng lâu năm ở hà nội
./train/waves/VIVOSSPK10/VIVOSSPK10_R118.wav,173044,giữa hiện tượng toàn cầu ấm lên và mối đe dọa đến các loài
./train/waves/VIVOSSPK37/VIVOSSPK37_041.wav,274080,về phương diện trị liệu quan niệm của hải thượng lãn ông người ta dùng chất cay nóng cường dương như vậy là lầm to
./train/waves/VIVOSSPK41/VIVOSSPK41_275.wav,97026,trái vả thường được chế biến thành nước giải khát hoặc làm mứt
./train/waves/VIVOSSPK44/VIVOSSPK44_279.wav,104026,chúc bạn đọc có thật nhiều thời gian thư giãn thoải mái
./train/waves/VIVOSSPK02/VIVOSSPK02_R191.wav,103044,yêu mến đất nước họ biết dường nào
./train/waves/VIVOSSPK09/VIVOSSPK09_R019.wav,113044,tôi liền bỏ vẽ trong một thời gian
./train/waves/VIVOSSPK40/VIVOSSPK40_275.wav,136026,nhiều bạn cho biết mình làm dư giờ nhưng không biết điểm cao hay thấp
./train/waves/VIVOSSPK34/VIVOSSPK34_209.wav,191080,người ta nói mất tiền là mất nhỏ mất danh dự là mất lớn mất lòng dũng cảm là mất tất cả
./train/waves/VIVOSSPK40/VIVOSSPK40_090.wav,130026,chỉ chờ có vậy a huỳnh đánh đầu ngược lên giữa vòng cấm địa
./train/waves/VIVOSSPK45/VIVOSSPK45_228.wav,114026,vậy theo phó chủ tịch nên quy định như thế nào
./train/waves/VIVOSSPK37/VIVOSSPK37_127.wav,186080,chị viết cho nhu cầu tự kiểm soát về đạo đức thiết yếu đó của chính chị
./train/waves/VIVOSSPK16/VIVOSSPK16_223.wav,66080,năm mươi hai năm mươi ba
./train/waves/VIVOSSPK39/VIVOSSPK39_163.wav,182080,vừa qua đã có một số công ty của nước ngoài giới thiệu cách xử lý nước tại hộ gia đình rất hiệu quả
./train/waves/VIVOSSPK05/VIVOSSPK05_T025.wav,154044,tôi không thấy gì là đúng khi tăng giá xe vào các dịp tết
./train/waves/VIVOSSPK46/VIVOSSPK46_252.wav,118026,nạn nhân của những tin nhắn thuộc đủ thành phần trong xã hội
./train/waves/VIVOSSPK44/VIVOSSPK44_138.wav,96026,cần có bạn đồng hành để giúp xử trí những tình huống khẩn cấp
./train/waves/VIVOSSPK41/VIVOSSPK41_178.wav,100026,miệng lại nhớ cái vẻ hoang sơ ở ngã tư đá bạc
./train/waves/VIVOSSPK01/VIVOSSPK01_R037.wav,76044,còn có tác dụng
./train/waves/VIVOSSPK27/VIVOSSPK27_138.wav,310080,trong nhiều thập niên qua các doanh nghiệp đã rất tin vào quan điểm sự khích lệ chính là động lực lớn nhất cho đội ngũ nhân viên
./train/waves/VIVOSSPK14/VIVOSSPK14_045.wav,122080,có lúc cho đã phải uống thuốc vì trầm uất
./train/waves/VIVOSSPK09/VIVOSSPK09_T050.wav,40044,kỷ niệm
./train/waves/VIVOSSPK30/VIVOSSPK30_030.wav,246080,lê thị trúc linh hỏi sau khi đậu vào một ngành nhưng cảm thấy không phù hợp thì có được chuyển ngành không
./train/waves/VIVOSSPK20/VIVOSSPK20_179.wav,88080,hai năm qua không gian quán này vẫn vậy tĩnh lặng
./train/waves/VIVOSSPK25/VIVOSSPK25_092.wav,178080,vấn đề ở đây là công tác giám sát quản lý không bị buông lỏng
./train/waves/VIVOSSPK43/VIVOSSPK43_064.wav,146026,nếu vụ án tăng minh phụng dựng thành phim bạn sẵn sàng đóng vai nào
./train/waves/VIVOSSPK22/VIVOSSPK22_201.wav,84080,không một hai ba bốn
./train/waves/VIVOSSPK29/VIVOSSPK29_152.wav,197080,đây là việc làm thiết thực của bưu điện giảm bớt phiền hà không đáng có cho khách giao dịch
./train/waves/VIVOSSPK13/VIVOSSPK13_291.wav,92080,làm việc có trách nhiệm chút coi
./train/waves/VIVOSSPK44/VIVOSSPK44_102.wav,114026,và tôi chuyên tâm làm nghề mạng và sang sợi quần áo
./train/waves/VIVOSSPK13/VIVOSSPK13_017.wav,114080,hay chồng bát đĩa cao ngất
./train/waves/VIVOSSPK06/VIVOSSPK06_R111.wav,114044,cha và dì cứ đổ riệt cho mẹ
./train/waves/VIVOSSPK20/VIVOSSPK20_239.wav,46080,tám mươi bốn tám mươi lăm
./train/waves/VIVOSSPK34/VIVOSSPK34_027.wav,133080,một số chủng gây ra các hạt cơm mụn cóc ở cơ quan sinh dục và có thể chữa trị khỏi
./train/waves/VIVOSSPK02/VIVOSSPK02_T037.wav,110044,lương ba cọc ba đồng thì nuôi được ai
./train/waves/VIVOSSPK19/VIVOSSPK19_149.wav,103080,đề án khu bảo tồn biển đảo cồn cỏ
./train/waves/VIVOSSPK20/VIVOSSPK20_030.wav,59080,khiến vinh buồn ngủ
./train/waves/VIVOSSPK24/VIVOSSPK24_028.wav,306080,vẫn trong căn nhà đơn sơ của vợ chồng bà thành ông trường tôi gặp cả vợ chồng bà lý ông nhật mẹ và cha của anh tin
./train/waves/VIVOSSPK34/VIVOSSPK34_122.wav,209080,chỉ biết rằng với nhiệm vụ được quận giao cứ hễ có xây dựng không phép trên lô đất này là phường phải tổ chức phá dỡ
./train/waves/VIVOSSPK34/VIVOSSPK34_077.wav,126080,kể từ khi xuất hiện trong nhà đứa con gái cưng là tớ bị san sẻ tình thương
./train/waves/VIVOSSPK35/VIVOSSPK35_221.wav,401080,ông phẩm nói nhìn con dấu là có thể biết được chức tước uy quyền của những vị quan tướng ngày xưa
./train/waves/VIVOSSPK03/VIVOSSPK03_R138.wav,142044,từ chất giọng đến trang phục của em xi phải thể thao một chút
./train/waves/VIVOSSPK31/VIVOSSPK31_135.wav,174080,nước chủ nhà tham dự hai phim bông hồng đỏ và tiếng súng trên cánh đồng chum
./train/waves/VIVOSSPK45/VIVOSSPK45_271.wav,152026,các bạn thương nói vậy càng khiến em phải cố gắng hơn
./train/waves/VIVOSSPK15/VIVOSSPK15_078.wav,148080,bạn chỉ cần vận động nhẹ đủ để nới lỏng cơ bắp
./train/waves/VIVOSSPK42/VIVOSSPK42_100.wav,108026,chín ngôi sao sáng nhất ở ba dòng thi sẽ tranh tài
./train/waves/VIVOSSPK43/VIVOSSPK43_052.wav,128026,đó là những con đường được làm thuở dân ta mới có hai mươi triệu
./train/waves/VIVOSSPK15/VIVOSSPK15_162.wav,116080,chúc các bạn thành công hơn nữa trong công việc
./train/waves/VIVOSSPK46/VIVOSSPK46_269.wav,114026,sai lầm của các hãng nghe nhìn trong kỷ nguyên số
./train/waves/VIVOSSPK13/VIVOSSPK13_144.wav,112080,làm toàn bộ cơ thể trông mập hơn
./train/waves/VIVOSSPK14/VIVOSSPK14_034.wav,104080,và đưa vào một ống xoay đầu lá
